Numéro_du_Ticket,ID_Client,Texte_du_ticket,Catégorie,Urgence_Déclarée,Importance_Client,SLA_Priorité,Equipe_Cible
TICK-1499,CLI-117,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,3,3,5,Infra-Net
TICK-1500,CLI-149,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,1,1,3,Infra-Net
TICK-1501,CLI-120,Le switch principal semble avoir grillé.,Réseau,1,2,5,Infra-Net
TICK-1502,CLI-131,Bug d'affichage sur le dashboard des ventes.,Logiciel,1,3,4,Dev-Core
TICK-1503,CLI-141,Alerte de sécurité : tentative de connexion suspecte.,Accès,4,2,9,Security-Ops
TICK-1504,CLI-142,L'application métier plante au démarrage.,Logiciel,5,1,2,Dev-Core
TICK-1505,CLI-141,Mon écran reste noir malgré le branchement.,Matériel,2,5,4,IT-Hardware
TICK-1506,CLI-140,Clavier défectueux : certaines touches ne répondent pas.,Matériel,5,5,4,IT-Hardware
TICK-1507,CLI-102,Mon badge d'entrée ne fonctionne plus.,RH,3,2,3,Support-Admin
TICK-1508,CLI-150,Erreur de base de données lors de la sauvegarde.,Logiciel,3,2,3,Dev-Core
TICK-1509,CLI-115,Nouvel arrivant : création de compte et accès mail.,Accès,5,4,3,Security-Ops
TICK-1510,CLI-105,Déclaration de télétravail non validée par le système.,RH,2,3,4,Support-Admin
TICK-1511,CLI-124,Comment poser mes congés sur le nouveau portail ?,RH,3,5,4,Support-Admin
TICK-1512,CLI-109,J'ai oublié mon mot de passe de session.,Accès,2,1,2,Security-Ops
TICK-1513,CLI-126,Erreur de base de données lors de la sauvegarde.,Logiciel,2,5,5,Dev-Core
TICK-1514,CLI-101,Erreur de base de données lors de la sauvegarde.,Logiciel,5,5,5,Dev-Core
TICK-1515,CLI-102,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,4,5,4,Dev-Core
TICK-1516,CLI-113,Mon badge d'entrée ne fonctionne plus.,RH,2,4,4,Support-Admin
TICK-1517,CLI-106,Le wifi ne fonctionne plus au 3ème étage.,Réseau,3,2,3,Infra-Net
TICK-1518,CLI-115,J'ai oublié mon mot de passe de session.,Accès,1,4,4,Security-Ops
TICK-1519,CLI-134,Compte bloqué après 3 tentatives infructueuses.,Accès,4,3,5,Security-Ops
TICK-1520,CLI-128,Coupure totale d'internet dans tout le bâtiment.,Réseau,4,1,8,Infra-Net
TICK-1521,CLI-100,L'application métier plante au démarrage.,Logiciel,2,4,3,Dev-Core
TICK-1522,CLI-140,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,1,2,2,IT-Hardware
TICK-1523,CLI-129,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,5,5,5,Dev-Core
TICK-1524,CLI-101,Compte bloqué après 3 tentatives infructueuses.,Accès,2,4,5,Security-Ops
TICK-1525,CLI-101,Comment poser mes congés sur le nouveau portail ?,RH,1,2,2,Support-Admin
TICK-1526,CLI-148,Déclaration de télétravail non validée par le système.,RH,5,4,4,Support-Admin
TICK-1527,CLI-110,Mon écran reste noir malgré le branchement.,Matériel,1,3,4,IT-Hardware
TICK-1528,CLI-101,Comment poser mes congés sur le nouveau portail ?,RH,4,5,5,Support-Admin
TICK-1529,CLI-119,J'ai oublié mon mot de passe de session.,Accès,3,5,5,Security-Ops
TICK-1530,CLI-138,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,4,5,5,Dev-Core
TICK-1531,CLI-133,Le switch principal semble avoir grillé.,Réseau,2,3,4,Infra-Net
TICK-1532,CLI-136,L'imprimante du service marketing fait un bruit anormal.,Matériel,2,5,4,IT-Hardware
TICK-1533,CLI-132,Alerte de sécurité : tentative de connexion suspecte.,Accès,1,5,10,Security-Ops
TICK-1534,CLI-150,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,5,1,3,Infra-Net
TICK-1535,CLI-133,Demande d'information sur la mutuelle d'entreprise.,RH,4,3,4,Support-Admin
TICK-1536,CLI-148,Le switch principal semble avoir grillé.,Réseau,2,1,3,Infra-Net
TICK-1537,CLI-124,Mon badge d'entrée ne fonctionne plus.,RH,5,2,3,Support-Admin
TICK-1538,CLI-102,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,3,5,5,Infra-Net
TICK-1539,CLI-136,Le switch principal semble avoir grillé.,Réseau,2,2,4,Infra-Net
TICK-1540,CLI-119,Comment poser mes congés sur le nouveau portail ?,RH,3,1,2,Support-Admin
TICK-1541,CLI-139,Nouvel arrivant : création de compte et accès mail.,Accès,1,3,3,Security-Ops
TICK-1542,CLI-118,J'ai oublié mon mot de passe de session.,Accès,5,2,3,Security-Ops
TICK-1543,CLI-136,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,1,4,4,Dev-Core
TICK-1544,CLI-127,Problème de lecture sur ma fiche de paie de janvier.,RH,2,2,3,Support-Admin
TICK-1545,CLI-129,Déclaration de télétravail non validée par le système.,RH,1,3,3,Support-Admin
TICK-1546,CLI-133,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,2,3,4,Infra-Net
TICK-1547,CLI-149,"La souris ne répond plus, même après changement de piles.",Matériel,2,4,4,IT-Hardware
TICK-1548,CLI-146,Comment poser mes congés sur le nouveau portail ?,RH,1,2,2,Support-Admin
TICK-1549,CLI-104,L'imprimante du service marketing fait un bruit anormal.,Matériel,5,5,4,IT-Hardware
TICK-1550,CLI-135,Le wifi ne fonctionne plus au 3ème étage.,Réseau,3,3,4,Infra-Net
TICK-1551,CLI-134,Compte bloqué après 3 tentatives infructueuses.,Accès,3,3,5,Security-Ops
TICK-1552,CLI-104,Problème de lecture sur ma fiche de paie de janvier.,RH,4,1,3,Support-Admin
TICK-1553,CLI-150,Erreur de base de données lors de la sauvegarde.,Logiciel,2,3,3,Dev-Core
TICK-1554,CLI-115,Mon écran reste noir malgré le branchement.,Matériel,5,2,3,IT-Hardware
TICK-1555,CLI-135,Clavier défectueux : certaines touches ne répondent pas.,Matériel,1,2,3,IT-Hardware
TICK-1556,CLI-126,Comment poser mes congés sur le nouveau portail ?,RH,5,4,3,Support-Admin
TICK-1557,CLI-132,Mon badge d'entrée ne fonctionne plus.,RH,5,1,3,Support-Admin
TICK-1558,CLI-101,Bug d'affichage sur le dashboard des ventes.,Logiciel,1,4,3,Dev-Core
TICK-1559,CLI-114,Nouvel arrivant : création de compte et accès mail.,Accès,2,3,3,Security-Ops
TICK-1560,CLI-125,Erreur de base de données lors de la sauvegarde.,Logiciel,2,1,3,Dev-Core
TICK-1561,CLI-123,L'imprimante du service marketing fait un bruit anormal.,Matériel,1,5,5,IT-Hardware
TICK-1562,CLI-119,Demande d'information sur la mutuelle d'entreprise.,RH,1,2,3,Support-Admin
TICK-1563,CLI-112,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,3,2,4,Infra-Net
TICK-1564,CLI-103,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,3,4,4,IT-Hardware
TICK-1565,CLI-120,Le switch principal semble avoir grillé.,Réseau,3,5,5,Infra-Net
TICK-1566,CLI-143,Demande d'accès au dossier partagé 'Finance'.,Accès,5,3,3,Security-Ops
TICK-1567,CLI-107,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,5,5,5,Dev-Core
TICK-1568,CLI-145,Coupure totale d'internet dans tout le bâtiment.,Réseau,4,2,8,Infra-Net
TICK-1569,CLI-107,Comment poser mes congés sur le nouveau portail ?,RH,2,4,3,Support-Admin
TICK-1570,CLI-108,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,3,4,5,Dev-Core
TICK-1571,CLI-117,Bug d'affichage sur le dashboard des ventes.,Logiciel,1,1,2,Dev-Core
TICK-1572,CLI-107,J'ai oublié mon mot de passe de session.,Accès,3,2,3,Security-Ops
TICK-1573,CLI-144,Le switch principal semble avoir grillé.,Réseau,2,5,5,Infra-Net
TICK-1574,CLI-116,Clavier défectueux : certaines touches ne répondent pas.,Matériel,3,1,2,IT-Hardware
TICK-1575,CLI-112,J'ai oublié mon mot de passe de session.,Accès,5,5,5,Security-Ops
TICK-1576,CLI-101,Erreur de base de données lors de la sauvegarde.,Logiciel,1,5,5,Dev-Core
TICK-1577,CLI-106,Bug d'affichage sur le dashboard des ventes.,Logiciel,5,1,2,Dev-Core
TICK-1578,CLI-100,Demande d'accès au dossier partagé 'Finance'.,Accès,4,5,5,Security-Ops
TICK-1579,CLI-142,Demande d'accès au dossier partagé 'Finance'.,Accès,2,4,4,Security-Ops
TICK-1580,CLI-137,Déclaration de télétravail non validée par le système.,RH,1,1,2,Support-Admin
TICK-1581,CLI-148,Déclaration de télétravail non validée par le système.,RH,5,4,3,Support-Admin
TICK-1582,CLI-105,Coupure totale d'internet dans tout le bâtiment.,Réseau,3,1,9,Infra-Net
TICK-1583,CLI-118,Bug d'affichage sur le dashboard des ventes.,Logiciel,4,1,2,Dev-Core
TICK-1584,CLI-117,Le wifi ne fonctionne plus au 3ème étage.,Réseau,3,1,3,Infra-Net
TICK-1585,CLI-101,Déclaration de télétravail non validée par le système.,RH,1,3,3,Support-Admin
TICK-1586,CLI-146,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,4,2,4,Dev-Core
TICK-1587,CLI-116,Mon badge d'entrée ne fonctionne plus.,RH,5,2,2,Support-Admin
TICK-1588,CLI-124,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,5,5,5,Infra-Net
TICK-1589,CLI-109,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,2,3,5,Infra-Net
TICK-1590,CLI-107,Alerte de sécurité : tentative de connexion suspecte.,Accès,4,3,9,Security-Ops
TICK-1591,CLI-144,Clavier défectueux : certaines touches ne répondent pas.,Matériel,5,1,3,IT-Hardware
TICK-1592,CLI-107,Mon écran reste noir malgré le branchement.,Matériel,2,3,3,IT-Hardware
TICK-1593,CLI-100,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,5,4,6,Infra-Net
TICK-1594,CLI-102,Mon badge d'entrée ne fonctionne plus.,RH,1,3,3,Support-Admin
TICK-1595,CLI-129,Demande d'information sur la mutuelle d'entreprise.,RH,4,1,3,Support-Admin
TICK-1596,CLI-120,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,1,2,3,Dev-Core
TICK-1597,CLI-143,Le wifi ne fonctionne plus au 3ème étage.,Réseau,1,3,4,Infra-Net
TICK-1598,CLI-120,Compte bloqué après 3 tentatives infructueuses.,Accès,3,2,5,Security-Ops
TICK-1599,CLI-150,L'application métier plante au démarrage.,Logiciel,2,2,2,Dev-Core
TICK-1600,CLI-137,Coupure totale d'internet dans tout le bâtiment.,Réseau,1,4,9,Infra-Net
TICK-1601,CLI-135,"La souris ne répond plus, même après changement de piles.",Matériel,1,5,4,IT-Hardware
TICK-1602,CLI-110,Déclaration de télétravail non validée par le système.,RH,5,3,3,Support-Admin
TICK-1603,CLI-122,Le wifi ne fonctionne plus au 3ème étage.,Réseau,3,4,4,Infra-Net
TICK-1604,CLI-149,Demande d'accès au dossier partagé 'Finance'.,Accès,1,2,3,Security-Ops
TICK-1605,CLI-103,"La souris ne répond plus, même après changement de piles.",Matériel,4,4,3,IT-Hardware
TICK-1606,CLI-141,Mon écran reste noir malgré le branchement.,Matériel,1,3,4,IT-Hardware
TICK-1607,CLI-112,J'ai oublié mon mot de passe de session.,Accès,1,4,4,Security-Ops
TICK-1608,CLI-124,Coupure totale d'internet dans tout le bâtiment.,Réseau,3,5,10,Infra-Net
TICK-1609,CLI-103,Coupure totale d'internet dans tout le bâtiment.,Réseau,5,3,10,Infra-Net
TICK-1610,CLI-116,"La souris ne répond plus, même après changement de piles.",Matériel,5,2,3,IT-Hardware
TICK-1611,CLI-147,J'ai oublié mon mot de passe de session.,Accès,1,4,4,Security-Ops
TICK-1612,CLI-147,"La souris ne répond plus, même après changement de piles.",Matériel,5,3,3,IT-Hardware
TICK-1613,CLI-133,Déclaration de télétravail non validée par le système.,RH,3,3,3,Support-Admin
TICK-1614,CLI-145,Erreur de base de données lors de la sauvegarde.,Logiciel,1,3,4,Dev-Core
TICK-1615,CLI-117,Problème de lecture sur ma fiche de paie de janvier.,RH,1,3,4,Support-Admin
TICK-1616,CLI-150,L'imprimante du service marketing fait un bruit anormal.,Matériel,1,5,5,IT-Hardware
TICK-1617,CLI-123,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,1,3,5,Infra-Net
TICK-1618,CLI-126,Le switch principal semble avoir grillé.,Réseau,5,3,4,Infra-Net
TICK-1619,CLI-132,Mon écran reste noir malgré le branchement.,Matériel,3,1,3,IT-Hardware
TICK-1620,CLI-122,L'imprimante du service marketing fait un bruit anormal.,Matériel,3,4,4,IT-Hardware
TICK-1621,CLI-130,Problème de lecture sur ma fiche de paie de janvier.,RH,4,1,2,Support-Admin
TICK-1622,CLI-113,Clavier défectueux : certaines touches ne répondent pas.,Matériel,5,4,4,IT-Hardware
TICK-1623,CLI-115,Mon écran reste noir malgré le branchement.,Matériel,3,3,4,IT-Hardware
TICK-1624,CLI-105,Clavier défectueux : certaines touches ne répondent pas.,Matériel,4,5,5,IT-Hardware
TICK-1625,CLI-122,Déclaration de télétravail non validée par le système.,RH,2,2,2,Support-Admin
TICK-1626,CLI-147,Comment poser mes congés sur le nouveau portail ?,RH,5,3,4,Support-Admin
TICK-1627,CLI-144,Mon écran reste noir malgré le branchement.,Matériel,4,1,2,IT-Hardware
TICK-1628,CLI-126,Compte bloqué après 3 tentatives infructueuses.,Accès,1,5,5,Security-Ops
TICK-1629,CLI-126,Bug d'affichage sur le dashboard des ventes.,Logiciel,2,1,2,Dev-Core
TICK-1630,CLI-106,Le switch principal semble avoir grillé.,Réseau,4,5,5,Infra-Net
TICK-1631,CLI-113,Mon écran reste noir malgré le branchement.,Matériel,5,4,3,IT-Hardware
TICK-1632,CLI-100,Déclaration de télétravail non validée par le système.,RH,2,2,3,Support-Admin
TICK-1633,CLI-118,L'application métier plante au démarrage.,Logiciel,5,2,2,Dev-Core
TICK-1634,CLI-115,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,5,1,3,Dev-Core
TICK-1635,CLI-130,Problème de lecture sur ma fiche de paie de janvier.,RH,2,2,3,Support-Admin
TICK-1636,CLI-109,Mon badge d'entrée ne fonctionne plus.,RH,1,1,2,Support-Admin
TICK-1637,CLI-104,Nouvel arrivant : création de compte et accès mail.,Accès,4,2,3,Security-Ops
TICK-1638,CLI-137,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,1,2,2,Dev-Core
TICK-1639,CLI-139,Déclaration de télétravail non validée par le système.,RH,2,5,4,Support-Admin
TICK-1640,CLI-119,Le wifi ne fonctionne plus au 3ème étage.,Réseau,1,4,3,Infra-Net
TICK-1641,CLI-125,Problème de lecture sur ma fiche de paie de janvier.,RH,2,2,2,Support-Admin
TICK-1642,CLI-127,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,3,3,4,Dev-Core
TICK-1643,CLI-115,Bug d'affichage sur le dashboard des ventes.,Logiciel,1,1,2,Dev-Core
TICK-1644,CLI-120,Mon badge d'entrée ne fonctionne plus.,RH,5,2,2,Support-Admin
TICK-1645,CLI-140,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,5,4,5,Infra-Net
TICK-1646,CLI-139,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,1,2,2,Dev-Core
TICK-1647,CLI-143,Le switch principal semble avoir grillé.,Réseau,1,2,4,Infra-Net
TICK-1648,CLI-128,Demande d'accès au dossier partagé 'Finance'.,Accès,3,3,4,Security-Ops
TICK-1649,CLI-103,Clavier défectueux : certaines touches ne répondent pas.,Matériel,4,2,2,IT-Hardware
TICK-1650,CLI-144,L'application métier plante au démarrage.,Logiciel,1,4,4,Dev-Core
TICK-1651,CLI-101,L'imprimante du service marketing fait un bruit anormal.,Matériel,5,1,3,IT-Hardware
TICK-1652,CLI-143,Mon écran reste noir malgré le branchement.,Matériel,2,5,5,IT-Hardware
TICK-1653,CLI-144,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,2,2,2,IT-Hardware
TICK-1654,CLI-144,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,3,1,3,Dev-Core
TICK-1655,CLI-138,Coupure totale d'internet dans tout le bâtiment.,Réseau,4,5,10,Infra-Net
TICK-1656,CLI-141,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,5,5,5,Dev-Core
TICK-1657,CLI-134,Le switch principal semble avoir grillé.,Réseau,3,3,5,Infra-Net
TICK-1658,CLI-111,Déclaration de télétravail non validée par le système.,RH,4,1,2,Support-Admin
TICK-1659,CLI-138,Alerte de sécurité : tentative de connexion suspecte.,Accès,3,2,9,Security-Ops
TICK-1660,CLI-135,Alerte de sécurité : tentative de connexion suspecte.,Accès,4,3,9,Security-Ops
TICK-1661,CLI-101,Demande d'information sur la mutuelle d'entreprise.,RH,2,2,2,Support-Admin
TICK-1662,CLI-101,Problème de lecture sur ma fiche de paie de janvier.,RH,3,4,4,Support-Admin
TICK-1663,CLI-121,J'ai oublié mon mot de passe de session.,Accès,2,3,3,Security-Ops
TICK-1664,CLI-101,Demande d'information sur la mutuelle d'entreprise.,RH,2,1,3,Support-Admin
TICK-1665,CLI-112,Comment poser mes congés sur le nouveau portail ?,RH,2,1,3,Support-Admin
TICK-1666,CLI-108,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,2,3,4,IT-Hardware
TICK-1667,CLI-133,L'application métier plante au démarrage.,Logiciel,1,4,3,Dev-Core
TICK-1668,CLI-150,Problème de lecture sur ma fiche de paie de janvier.,RH,3,4,4,Support-Admin
TICK-1669,CLI-104,Compte bloqué après 3 tentatives infructueuses.,Accès,5,4,6,Security-Ops
TICK-1670,CLI-103,"La souris ne répond plus, même après changement de piles.",Matériel,2,2,2,IT-Hardware
TICK-1671,CLI-134,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,3,5,5,IT-Hardware
TICK-1672,CLI-136,L'imprimante du service marketing fait un bruit anormal.,Matériel,5,3,3,IT-Hardware
TICK-1673,CLI-150,Déclaration de télétravail non validée par le système.,RH,2,1,3,Support-Admin
TICK-1674,CLI-132,Nouvel arrivant : création de compte et accès mail.,Accès,5,4,4,Security-Ops
TICK-1675,CLI-105,Nouvel arrivant : création de compte et accès mail.,Accès,3,2,2,Security-Ops
TICK-1676,CLI-115,Déclaration de télétravail non validée par le système.,RH,2,2,3,Support-Admin
TICK-1677,CLI-115,Alerte de sécurité : tentative de connexion suspecte.,Accès,4,2,9,Security-Ops
TICK-1678,CLI-123,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,4,2,3,Dev-Core
TICK-1679,CLI-114,Comment poser mes congés sur le nouveau portail ?,RH,4,2,2,Support-Admin
TICK-1680,CLI-139,Le wifi ne fonctionne plus au 3ème étage.,Réseau,3,3,3,Infra-Net
TICK-1681,CLI-104,Mon badge d'entrée ne fonctionne plus.,RH,1,5,5,Support-Admin
TICK-1682,CLI-136,Nouvel arrivant : création de compte et accès mail.,Accès,2,2,3,Security-Ops
TICK-1683,CLI-107,Clavier défectueux : certaines touches ne répondent pas.,Matériel,2,3,4,IT-Hardware
TICK-1684,CLI-105,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,5,3,4,IT-Hardware
TICK-1685,CLI-140,Mon écran reste noir malgré le branchement.,Matériel,2,3,3,IT-Hardware
TICK-1686,CLI-119,Le wifi ne fonctionne plus au 3ème étage.,Réseau,5,4,3,Infra-Net
TICK-1687,CLI-147,Déclaration de télétravail non validée par le système.,RH,4,4,4,Support-Admin
TICK-1688,CLI-111,Mon badge d'entrée ne fonctionne plus.,RH,3,3,4,Support-Admin
TICK-1689,CLI-104,Demande d'accès au dossier partagé 'Finance'.,Accès,1,5,4,Security-Ops
TICK-1690,CLI-140,Problème de lecture sur ma fiche de paie de janvier.,RH,3,1,2,Support-Admin
TICK-1691,CLI-108,Demande d'information sur la mutuelle d'entreprise.,RH,1,1,3,Support-Admin
TICK-1692,CLI-100,Problème de lecture sur ma fiche de paie de janvier.,RH,1,5,4,Support-Admin
TICK-1693,CLI-147,Compte bloqué après 3 tentatives infructueuses.,Accès,4,4,5,Security-Ops
TICK-1694,CLI-120,J'ai oublié mon mot de passe de session.,Accès,4,2,3,Security-Ops
TICK-1695,CLI-139,Clavier défectueux : certaines touches ne répondent pas.,Matériel,4,2,3,IT-Hardware
TICK-1696,CLI-114,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,2,3,5,Dev-Core
TICK-1697,CLI-141,Déclaration de télétravail non validée par le système.,RH,1,4,3,Support-Admin
TICK-1698,CLI-141,Mon écran reste noir malgré le branchement.,Matériel,1,4,4,IT-Hardware
TICK-1699,CLI-130,Bug d'affichage sur le dashboard des ventes.,Logiciel,2,5,4,Dev-Core
TICK-1700,CLI-136,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,1,1,3,IT-Hardware
TICK-1701,CLI-145,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,4,5,6,Infra-Net
TICK-1702,CLI-138,Le switch principal semble avoir grillé.,Réseau,1,4,6,Infra-Net
TICK-1703,CLI-126,Mon badge d'entrée ne fonctionne plus.,RH,2,3,3,Support-Admin
TICK-1704,CLI-148,Alerte de sécurité : tentative de connexion suspecte.,Accès,2,3,10,Security-Ops
TICK-1705,CLI-124,Comment poser mes congés sur le nouveau portail ?,RH,2,5,4,Support-Admin
TICK-1706,CLI-139,Alerte de sécurité : tentative de connexion suspecte.,Accès,5,4,9,Security-Ops
TICK-1707,CLI-136,Coupure totale d'internet dans tout le bâtiment.,Réseau,2,4,10,Infra-Net
TICK-1708,CLI-109,L'imprimante du service marketing fait un bruit anormal.,Matériel,1,1,2,IT-Hardware
TICK-1709,CLI-129,J'ai oublié mon mot de passe de session.,Accès,4,4,3,Security-Ops
TICK-1710,CLI-142,Mon écran reste noir malgré le branchement.,Matériel,3,5,4,IT-Hardware
TICK-1711,CLI-123,"La souris ne répond plus, même après changement de piles.",Matériel,3,3,4,IT-Hardware
TICK-1712,CLI-103,Coupure totale d'internet dans tout le bâtiment.,Réseau,3,2,9,Infra-Net
TICK-1713,CLI-102,Comment poser mes congés sur le nouveau portail ?,RH,1,1,3,Support-Admin
TICK-1714,CLI-110,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,3,5,4,Dev-Core
TICK-1715,CLI-102,Comment poser mes congés sur le nouveau portail ?,RH,5,4,3,Support-Admin
TICK-1716,CLI-143,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,1,5,5,Dev-Core
TICK-1717,CLI-114,L'imprimante du service marketing fait un bruit anormal.,Matériel,3,3,3,IT-Hardware
TICK-1718,CLI-125,Le switch principal semble avoir grillé.,Réseau,5,4,5,Infra-Net
TICK-1719,CLI-128,J'ai oublié mon mot de passe de session.,Accès,2,3,3,Security-Ops
TICK-1720,CLI-106,Le switch principal semble avoir grillé.,Réseau,1,3,5,Infra-Net
TICK-1721,CLI-126,Le switch principal semble avoir grillé.,Réseau,5,3,5,Infra-Net
TICK-1722,CLI-148,Bug d'affichage sur le dashboard des ventes.,Logiciel,5,2,2,Dev-Core
TICK-1723,CLI-122,Demande d'accès au dossier partagé 'Finance'.,Accès,4,2,3,Security-Ops
TICK-1724,CLI-100,Comment poser mes congés sur le nouveau portail ?,RH,5,1,3,Support-Admin
TICK-1725,CLI-130,Problème de lecture sur ma fiche de paie de janvier.,RH,5,3,3,Support-Admin
TICK-1726,CLI-150,Nouvel arrivant : création de compte et accès mail.,Accès,2,3,4,Security-Ops
TICK-1727,CLI-104,L'application métier plante au démarrage.,Logiciel,1,1,2,Dev-Core
TICK-1728,CLI-108,Clavier défectueux : certaines touches ne répondent pas.,Matériel,5,1,2,IT-Hardware
TICK-1729,CLI-150,Comment poser mes congés sur le nouveau portail ?,RH,5,4,3,Support-Admin
TICK-1730,CLI-122,Clavier défectueux : certaines touches ne répondent pas.,Matériel,2,3,3,IT-Hardware
TICK-1731,CLI-115,Compte bloqué après 3 tentatives infructueuses.,Accès,2,2,5,Security-Ops
TICK-1732,CLI-131,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,1,4,5,Infra-Net
TICK-1733,CLI-104,Compte bloqué après 3 tentatives infructueuses.,Accès,2,4,5,Security-Ops
TICK-1734,CLI-126,Comment poser mes congés sur le nouveau portail ?,RH,3,2,2,Support-Admin
TICK-1735,CLI-119,L'imprimante du service marketing fait un bruit anormal.,Matériel,2,5,5,IT-Hardware
TICK-1736,CLI-148,Demande d'accès au dossier partagé 'Finance'.,Accès,3,5,4,Security-Ops
TICK-1737,CLI-137,Nouvel arrivant : création de compte et accès mail.,Accès,4,4,4,Security-Ops
TICK-1738,CLI-119,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,2,3,4,Dev-Core
TICK-1739,CLI-101,Compte bloqué après 3 tentatives infructueuses.,Accès,1,3,4,Security-Ops
TICK-1740,CLI-143,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,2,5,5,Infra-Net
TICK-1741,CLI-128,"La souris ne répond plus, même après changement de piles.",Matériel,3,5,4,IT-Hardware
TICK-1742,CLI-119,Le switch principal semble avoir grillé.,Réseau,5,1,3,Infra-Net
TICK-1743,CLI-106,Clavier défectueux : certaines touches ne répondent pas.,Matériel,1,4,4,IT-Hardware
TICK-1744,CLI-145,Compte bloqué après 3 tentatives infructueuses.,Accès,4,1,3,Security-Ops
TICK-1745,CLI-141,Nouvel arrivant : création de compte et accès mail.,Accès,2,3,3,Security-Ops
TICK-1746,CLI-110,Le wifi ne fonctionne plus au 3ème étage.,Réseau,3,2,2,Infra-Net
TICK-1747,CLI-125,Bug d'affichage sur le dashboard des ventes.,Logiciel,4,4,4,Dev-Core
TICK-1748,CLI-148,Clavier défectueux : certaines touches ne répondent pas.,Matériel,1,5,5,IT-Hardware
TICK-1749,CLI-143,Compte bloqué après 3 tentatives infructueuses.,Accès,2,2,4,Security-Ops
