Numéro_du_Ticket,ID_Client,Texte_du_ticket,Catégorie,Urgence_Déclarée,Importance_Client,SLA_Priorité,Equipe_Cible
TICK-1750,CLI-106,Problème de lecture sur ma fiche de paie de janvier.,RH,2,3,3,Support-Admin
TICK-1751,CLI-103,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,3,5,4,Dev-Core
TICK-1752,CLI-138,Demande d'accès au dossier partagé 'Finance'.,Accès,5,4,4,Security-Ops
TICK-1753,CLI-122,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,2,3,5,Infra-Net
TICK-1754,CLI-127,Compte bloqué après 3 tentatives infructueuses.,Accès,1,1,4,Security-Ops
TICK-1755,CLI-107,Le switch principal semble avoir grillé.,Réseau,2,2,4,Infra-Net
TICK-1756,CLI-150,Compte bloqué après 3 tentatives infructueuses.,Accès,4,5,5,Security-Ops
TICK-1757,CLI-122,Le switch principal semble avoir grillé.,Réseau,5,5,6,Infra-Net
TICK-1758,CLI-121,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,3,5,5,IT-Hardware
TICK-1759,CLI-108,Le switch principal semble avoir grillé.,Réseau,3,1,3,Infra-Net
TICK-1760,CLI-117,Déclaration de télétravail non validée par le système.,RH,3,3,4,Support-Admin
TICK-1761,CLI-116,Le wifi ne fonctionne plus au 3ème étage.,Réseau,3,1,3,Infra-Net
TICK-1762,CLI-103,Le wifi ne fonctionne plus au 3ème étage.,Réseau,3,2,2,Infra-Net
TICK-1763,CLI-114,J'ai oublié mon mot de passe de session.,Accès,1,4,3,Security-Ops
TICK-1764,CLI-103,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,5,3,3,IT-Hardware
TICK-1765,CLI-115,Comment poser mes congés sur le nouveau portail ?,RH,2,3,4,Support-Admin
TICK-1766,CLI-111,L'application métier plante au démarrage.,Logiciel,3,3,4,Dev-Core
TICK-1767,CLI-145,"La souris ne répond plus, même après changement de piles.",Matériel,1,1,2,IT-Hardware
TICK-1768,CLI-110,L'imprimante du service marketing fait un bruit anormal.,Matériel,3,1,2,IT-Hardware
TICK-1769,CLI-138,Mon écran reste noir malgré le branchement.,Matériel,3,3,4,IT-Hardware
TICK-1770,CLI-113,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,4,1,3,Infra-Net
TICK-1771,CLI-143,"La souris ne répond plus, même après changement de piles.",Matériel,4,4,4,IT-Hardware
TICK-1772,CLI-121,Alerte de sécurité : tentative de connexion suspecte.,Accès,4,1,8,Security-Ops
TICK-1773,CLI-144,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,2,2,4,Infra-Net
TICK-1774,CLI-114,Le switch principal semble avoir grillé.,Réseau,4,1,4,Infra-Net
TICK-1775,CLI-114,Erreur de base de données lors de la sauvegarde.,Logiciel,4,5,5,Dev-Core
TICK-1776,CLI-113,Le switch principal semble avoir grillé.,Réseau,2,1,4,Infra-Net
TICK-1777,CLI-132,Le switch principal semble avoir grillé.,Réseau,1,4,5,Infra-Net
TICK-1778,CLI-132,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,2,3,4,Infra-Net
TICK-1779,CLI-112,"La souris ne répond plus, même après changement de piles.",Matériel,2,2,2,IT-Hardware
TICK-1780,CLI-128,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,2,3,4,IT-Hardware
TICK-1781,CLI-122,Bug d'affichage sur le dashboard des ventes.,Logiciel,1,5,4,Dev-Core
TICK-1782,CLI-139,Nouvel arrivant : création de compte et accès mail.,Accès,5,1,2,Security-Ops
TICK-1783,CLI-128,Déclaration de télétravail non validée par le système.,RH,3,1,2,Support-Admin
TICK-1784,CLI-149,Nouvel arrivant : création de compte et accès mail.,Accès,5,5,5,Security-Ops
TICK-1785,CLI-122,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,3,1,4,Infra-Net
TICK-1786,CLI-147,Mon écran reste noir malgré le branchement.,Matériel,4,2,2,IT-Hardware
TICK-1787,CLI-110,Clavier défectueux : certaines touches ne répondent pas.,Matériel,5,1,2,IT-Hardware
TICK-1788,CLI-124,Demande d'information sur la mutuelle d'entreprise.,RH,4,1,3,Support-Admin
TICK-1789,CLI-100,Bug d'affichage sur le dashboard des ventes.,Logiciel,4,1,3,Dev-Core
TICK-1790,CLI-121,Mon badge d'entrée ne fonctionne plus.,RH,5,3,4,Support-Admin
TICK-1791,CLI-104,Nouvel arrivant : création de compte et accès mail.,Accès,5,2,2,Security-Ops
TICK-1792,CLI-131,Le switch principal semble avoir grillé.,Réseau,4,5,6,Infra-Net
TICK-1793,CLI-144,Le switch principal semble avoir grillé.,Réseau,3,2,5,Infra-Net
TICK-1794,CLI-131,"La souris ne répond plus, même après changement de piles.",Matériel,1,3,3,IT-Hardware
TICK-1795,CLI-114,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,1,5,6,Infra-Net
TICK-1796,CLI-137,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,3,2,4,Infra-Net
TICK-1797,CLI-150,Clavier défectueux : certaines touches ne répondent pas.,Matériel,5,5,5,IT-Hardware
TICK-1798,CLI-124,Mon badge d'entrée ne fonctionne plus.,RH,1,5,5,Support-Admin
TICK-1799,CLI-108,L'application métier plante au démarrage.,Logiciel,4,5,5,Dev-Core
TICK-1800,CLI-104,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,2,2,5,Dev-Core
TICK-1801,CLI-127,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,1,1,4,Dev-Core
TICK-1802,CLI-149,Déclaration de télétravail non validée par le système.,RH,4,3,4,Support-Admin
TICK-1803,CLI-119,Erreur de base de données lors de la sauvegarde.,Logiciel,1,5,4,Dev-Core
TICK-1804,CLI-113,Mon badge d'entrée ne fonctionne plus.,RH,3,1,2,Support-Admin
TICK-1805,CLI-131,J'ai oublié mon mot de passe de session.,Accès,5,1,3,Security-Ops
TICK-1806,CLI-116,Le wifi ne fonctionne plus au 3ème étage.,Réseau,3,2,2,Infra-Net
TICK-1807,CLI-117,Bug d'affichage sur le dashboard des ventes.,Logiciel,3,5,4,Dev-Core
TICK-1808,CLI-102,Demande d'information sur la mutuelle d'entreprise.,RH,3,3,3,Support-Admin
TICK-1809,CLI-135,Problème de lecture sur ma fiche de paie de janvier.,RH,1,1,3,Support-Admin
TICK-1810,CLI-129,Coupure totale d'internet dans tout le bâtiment.,Réseau,5,3,9,Infra-Net
TICK-1811,CLI-127,Bug d'affichage sur le dashboard des ventes.,Logiciel,2,2,2,Dev-Core
TICK-1812,CLI-147,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,2,2,4,Infra-Net
TICK-1813,CLI-139,Le wifi ne fonctionne plus au 3ème étage.,Réseau,4,1,2,Infra-Net
TICK-1814,CLI-102,L'application métier plante au démarrage.,Logiciel,2,3,4,Dev-Core
TICK-1815,CLI-141,Mon badge d'entrée ne fonctionne plus.,RH,5,3,3,Support-Admin
TICK-1816,CLI-126,Erreur de base de données lors de la sauvegarde.,Logiciel,3,5,4,Dev-Core
TICK-1817,CLI-134,Bug d'affichage sur le dashboard des ventes.,Logiciel,2,5,5,Dev-Core
TICK-1818,CLI-102,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,1,3,3,IT-Hardware
TICK-1819,CLI-100,L'imprimante du service marketing fait un bruit anormal.,Matériel,5,1,3,IT-Hardware
TICK-1820,CLI-132,Comment poser mes congés sur le nouveau portail ?,RH,2,4,3,Support-Admin
TICK-1821,CLI-145,Problème de lecture sur ma fiche de paie de janvier.,RH,2,1,2,Support-Admin
TICK-1822,CLI-109,Le switch principal semble avoir grillé.,Réseau,2,2,5,Infra-Net
TICK-1823,CLI-148,Le wifi ne fonctionne plus au 3ème étage.,Réseau,4,1,3,Infra-Net
TICK-1824,CLI-122,Mon badge d'entrée ne fonctionne plus.,RH,3,2,2,Support-Admin
TICK-1825,CLI-143,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,2,1,3,IT-Hardware
TICK-1826,CLI-122,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,2,2,5,Infra-Net
TICK-1827,CLI-137,Problème de lecture sur ma fiche de paie de janvier.,RH,3,5,4,Support-Admin
TICK-1828,CLI-139,Coupure totale d'internet dans tout le bâtiment.,Réseau,5,1,8,Infra-Net
TICK-1829,CLI-113,Mon écran reste noir malgré le branchement.,Matériel,3,5,5,IT-Hardware
TICK-1830,CLI-137,L'imprimante du service marketing fait un bruit anormal.,Matériel,4,5,5,IT-Hardware
TICK-1831,CLI-109,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,2,2,4,Infra-Net
TICK-1832,CLI-137,Déclaration de télétravail non validée par le système.,RH,5,1,3,Support-Admin
TICK-1833,CLI-142,Nouvel arrivant : création de compte et accès mail.,Accès,4,5,5,Security-Ops
TICK-1834,CLI-102,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,1,2,3,IT-Hardware
TICK-1835,CLI-108,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,1,3,3,Dev-Core
TICK-1836,CLI-123,Nouvel arrivant : création de compte et accès mail.,Accès,3,4,4,Security-Ops
TICK-1837,CLI-106,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,3,3,5,Infra-Net
TICK-1838,CLI-120,Clavier défectueux : certaines touches ne répondent pas.,Matériel,3,1,3,IT-Hardware
TICK-1839,CLI-134,Compte bloqué après 3 tentatives infructueuses.,Accès,4,2,4,Security-Ops
TICK-1840,CLI-141,L'application métier plante au démarrage.,Logiciel,2,1,3,Dev-Core
TICK-1841,CLI-127,Le switch principal semble avoir grillé.,Réseau,5,4,5,Infra-Net
TICK-1842,CLI-130,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,3,4,4,IT-Hardware
TICK-1843,CLI-127,L'application métier plante au démarrage.,Logiciel,1,5,4,Dev-Core
TICK-1844,CLI-112,Coupure totale d'internet dans tout le bâtiment.,Réseau,2,3,9,Infra-Net
TICK-1845,CLI-138,Demande d'accès au dossier partagé 'Finance'.,Accès,3,5,5,Security-Ops
TICK-1846,CLI-112,L'application métier plante au démarrage.,Logiciel,5,5,5,Dev-Core
TICK-1847,CLI-125,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,2,4,4,Dev-Core
TICK-1848,CLI-134,Coupure totale d'internet dans tout le bâtiment.,Réseau,1,4,9,Infra-Net
TICK-1849,CLI-108,Compte bloqué après 3 tentatives infructueuses.,Accès,1,2,5,Security-Ops
TICK-1850,CLI-105,L'imprimante du service marketing fait un bruit anormal.,Matériel,3,4,3,IT-Hardware
TICK-1851,CLI-116,Demande d'information sur la mutuelle d'entreprise.,RH,3,3,3,Support-Admin
TICK-1852,CLI-143,Erreur de base de données lors de la sauvegarde.,Logiciel,4,4,3,Dev-Core
TICK-1853,CLI-144,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,1,2,2,IT-Hardware
TICK-1854,CLI-116,J'ai oublié mon mot de passe de session.,Accès,1,1,2,Security-Ops
TICK-1855,CLI-137,L'imprimante du service marketing fait un bruit anormal.,Matériel,2,5,4,IT-Hardware
TICK-1856,CLI-133,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,3,4,4,IT-Hardware
TICK-1857,CLI-116,Le wifi ne fonctionne plus au 3ème étage.,Réseau,3,3,3,Infra-Net
TICK-1858,CLI-145,Mon badge d'entrée ne fonctionne plus.,RH,3,4,4,Support-Admin
TICK-1859,CLI-101,Déclaration de télétravail non validée par le système.,RH,4,1,3,Support-Admin
TICK-1860,CLI-150,Compte bloqué après 3 tentatives infructueuses.,Accès,3,1,3,Security-Ops
TICK-1861,CLI-126,Mon écran reste noir malgré le branchement.,Matériel,5,4,3,IT-Hardware
TICK-1862,CLI-115,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,4,3,4,Infra-Net
TICK-1863,CLI-133,Le switch principal semble avoir grillé.,Réseau,5,3,5,Infra-Net
TICK-1864,CLI-102,Bug d'affichage sur le dashboard des ventes.,Logiciel,4,4,3,Dev-Core
TICK-1865,CLI-131,Déclaration de télétravail non validée par le système.,RH,3,4,3,Support-Admin
TICK-1866,CLI-141,Mon badge d'entrée ne fonctionne plus.,RH,3,3,4,Support-Admin
TICK-1867,CLI-106,Mon badge d'entrée ne fonctionne plus.,RH,5,5,5,Support-Admin
TICK-1868,CLI-144,Erreur de base de données lors de la sauvegarde.,Logiciel,4,5,4,Dev-Core
TICK-1869,CLI-106,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,5,2,2,Dev-Core
TICK-1870,CLI-132,Mon badge d'entrée ne fonctionne plus.,RH,3,1,3,Support-Admin
TICK-1871,CLI-123,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,4,1,3,Infra-Net
TICK-1872,CLI-137,Erreur de base de données lors de la sauvegarde.,Logiciel,1,4,3,Dev-Core
TICK-1873,CLI-143,L'imprimante du service marketing fait un bruit anormal.,Matériel,5,1,3,IT-Hardware
TICK-1874,CLI-102,L'application métier plante au démarrage.,Logiciel,4,4,4,Dev-Core
TICK-1875,CLI-134,Alerte de sécurité : tentative de connexion suspecte.,Accès,2,1,9,Security-Ops
TICK-1876,CLI-124,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,2,4,5,Infra-Net
TICK-1877,CLI-104,Demande d'information sur la mutuelle d'entreprise.,RH,3,1,2,Support-Admin
TICK-1878,CLI-146,Alerte de sécurité : tentative de connexion suspecte.,Accès,5,5,10,Security-Ops
TICK-1879,CLI-150,Erreur de base de données lors de la sauvegarde.,Logiciel,5,2,2,Dev-Core
TICK-1880,CLI-132,Mon écran reste noir malgré le branchement.,Matériel,1,5,5,IT-Hardware
TICK-1881,CLI-103,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,5,3,4,Dev-Core
TICK-1882,CLI-115,Coupure totale d'internet dans tout le bâtiment.,Réseau,5,4,10,Infra-Net
TICK-1883,CLI-115,Clavier défectueux : certaines touches ne répondent pas.,Matériel,3,1,3,IT-Hardware
TICK-1884,CLI-147,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,5,5,5,Dev-Core
TICK-1885,CLI-122,Mon badge d'entrée ne fonctionne plus.,RH,1,1,2,Support-Admin
TICK-1886,CLI-150,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,5,4,6,Dev-Core
TICK-1887,CLI-140,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,3,4,6,Infra-Net
TICK-1888,CLI-107,Erreur de base de données lors de la sauvegarde.,Logiciel,1,3,4,Dev-Core
TICK-1889,CLI-101,Bug d'affichage sur le dashboard des ventes.,Logiciel,2,2,3,Dev-Core
TICK-1890,CLI-128,Problème de lecture sur ma fiche de paie de janvier.,RH,3,1,2,Support-Admin
TICK-1891,CLI-142,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,2,2,5,Dev-Core
TICK-1892,CLI-121,J'ai oublié mon mot de passe de session.,Accès,5,1,3,Security-Ops
TICK-1893,CLI-145,Demande d'information sur la mutuelle d'entreprise.,RH,2,3,3,Support-Admin
TICK-1894,CLI-118,Erreur de base de données lors de la sauvegarde.,Logiciel,5,5,4,Dev-Core
TICK-1895,CLI-135,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,1,3,5,Infra-Net
TICK-1896,CLI-141,Déclaration de télétravail non validée par le système.,RH,4,1,3,Support-Admin
TICK-1897,CLI-118,Alerte de sécurité : tentative de connexion suspecte.,Accès,1,3,9,Security-Ops
TICK-1898,CLI-101,Coupure totale d'internet dans tout le bâtiment.,Réseau,5,3,9,Infra-Net
TICK-1899,CLI-134,Déclaration de télétravail non validée par le système.,RH,5,1,3,Support-Admin
TICK-1900,CLI-112,Mon écran reste noir malgré le branchement.,Matériel,4,3,3,IT-Hardware
TICK-1901,CLI-132,J'ai oublié mon mot de passe de session.,Accès,2,5,4,Security-Ops
TICK-1902,CLI-122,"La souris ne répond plus, même après changement de piles.",Matériel,3,2,2,IT-Hardware
TICK-1903,CLI-150,Erreur de base de données lors de la sauvegarde.,Logiciel,5,5,4,Dev-Core
TICK-1904,CLI-120,Clavier défectueux : certaines touches ne répondent pas.,Matériel,5,4,4,IT-Hardware
TICK-1905,CLI-124,L'application métier plante au démarrage.,Logiciel,2,2,2,Dev-Core
TICK-1906,CLI-113,Coupure totale d'internet dans tout le bâtiment.,Réseau,2,3,9,Infra-Net
TICK-1907,CLI-141,Compte bloqué après 3 tentatives infructueuses.,Accès,5,2,5,Security-Ops
TICK-1908,CLI-120,Compte bloqué après 3 tentatives infructueuses.,Accès,1,1,3,Security-Ops
TICK-1909,CLI-124,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,1,5,4,Dev-Core
TICK-1910,CLI-133,Demande d'information sur la mutuelle d'entreprise.,RH,2,5,5,Support-Admin
TICK-1911,CLI-101,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,4,5,6,Dev-Core
TICK-1912,CLI-147,Demande d'information sur la mutuelle d'entreprise.,RH,4,4,4,Support-Admin
TICK-1913,CLI-144,Mon écran reste noir malgré le branchement.,Matériel,2,4,3,IT-Hardware
TICK-1914,CLI-139,Demande d'information sur la mutuelle d'entreprise.,RH,4,1,2,Support-Admin
TICK-1915,CLI-102,J'ai oublié mon mot de passe de session.,Accès,5,1,2,Security-Ops
TICK-1916,CLI-116,Nouvel arrivant : création de compte et accès mail.,Accès,5,1,2,Security-Ops
TICK-1917,CLI-141,Clavier défectueux : certaines touches ne répondent pas.,Matériel,1,2,2,IT-Hardware
TICK-1918,CLI-117,Clavier défectueux : certaines touches ne répondent pas.,Matériel,5,1,3,IT-Hardware
TICK-1919,CLI-139,Le wifi ne fonctionne plus au 3ème étage.,Réseau,3,3,4,Infra-Net
TICK-1920,CLI-130,Coupure totale d'internet dans tout le bâtiment.,Réseau,1,5,10,Infra-Net
TICK-1921,CLI-103,Bug d'affichage sur le dashboard des ventes.,Logiciel,5,3,3,Dev-Core
TICK-1922,CLI-134,Mon écran reste noir malgré le branchement.,Matériel,3,4,3,IT-Hardware
TICK-1923,CLI-135,Déclaration de télétravail non validée par le système.,RH,3,4,3,Support-Admin
TICK-1924,CLI-106,Problème de lecture sur ma fiche de paie de janvier.,RH,4,1,2,Support-Admin
TICK-1925,CLI-127,Coupure totale d'internet dans tout le bâtiment.,Réseau,2,1,9,Infra-Net
TICK-1926,CLI-139,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,1,5,5,Dev-Core
TICK-1927,CLI-119,Alerte de sécurité : tentative de connexion suspecte.,Accès,5,5,10,Security-Ops
TICK-1928,CLI-105,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,4,4,6,Infra-Net
TICK-1929,CLI-146,Nouvel arrivant : création de compte et accès mail.,Accès,3,1,2,Security-Ops
TICK-1930,CLI-131,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,4,5,5,Dev-Core
TICK-1931,CLI-111,Nouvel arrivant : création de compte et accès mail.,Accès,4,4,3,Security-Ops
TICK-1932,CLI-125,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,2,3,4,Dev-Core
TICK-1933,CLI-142,Comment poser mes congés sur le nouveau portail ?,RH,4,4,4,Support-Admin
TICK-1934,CLI-137,Clavier défectueux : certaines touches ne répondent pas.,Matériel,5,4,3,IT-Hardware
TICK-1935,CLI-123,Problème de lecture sur ma fiche de paie de janvier.,RH,5,3,4,Support-Admin
TICK-1936,CLI-148,Le switch principal semble avoir grillé.,Réseau,1,2,5,Infra-Net
TICK-1937,CLI-140,Bug d'affichage sur le dashboard des ventes.,Logiciel,1,2,2,Dev-Core
TICK-1938,CLI-140,J'ai oublié mon mot de passe de session.,Accès,1,5,5,Security-Ops
TICK-1939,CLI-137,Problème de lecture sur ma fiche de paie de janvier.,RH,4,5,4,Support-Admin
TICK-1940,CLI-119,Déclaration de télétravail non validée par le système.,RH,2,5,4,Support-Admin
TICK-1941,CLI-120,Comment poser mes congés sur le nouveau portail ?,RH,4,5,5,Support-Admin
TICK-1942,CLI-123,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,4,5,5,IT-Hardware
TICK-1943,CLI-137,L'imprimante du service marketing fait un bruit anormal.,Matériel,5,4,4,IT-Hardware
TICK-1944,CLI-147,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,5,5,6,Infra-Net
TICK-1945,CLI-136,Déclaration de télétravail non validée par le système.,RH,5,2,2,Support-Admin
TICK-1946,CLI-144,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,1,4,6,Infra-Net
TICK-1947,CLI-110,"La souris ne répond plus, même après changement de piles.",Matériel,3,3,3,IT-Hardware
TICK-1948,CLI-138,Coupure totale d'internet dans tout le bâtiment.,Réseau,3,5,10,Infra-Net
TICK-1949,CLI-124,Mon badge d'entrée ne fonctionne plus.,RH,5,4,4,Support-Admin
TICK-1950,CLI-134,Erreur de base de données lors de la sauvegarde.,Logiciel,1,2,3,Dev-Core
TICK-1951,CLI-131,L'application métier plante au démarrage.,Logiciel,2,2,2,Dev-Core
TICK-1952,CLI-119,Comment poser mes congés sur le nouveau portail ?,RH,1,2,2,Support-Admin
TICK-1953,CLI-120,Alerte de sécurité : tentative de connexion suspecte.,Accès,1,5,10,Security-Ops
TICK-1954,CLI-134,Nouvel arrivant : création de compte et accès mail.,Accès,2,2,2,Security-Ops
TICK-1955,CLI-103,Clavier défectueux : certaines touches ne répondent pas.,Matériel,4,1,2,IT-Hardware
TICK-1956,CLI-110,Erreur de base de données lors de la sauvegarde.,Logiciel,4,1,2,Dev-Core
TICK-1957,CLI-130,Demande d'accès au dossier partagé 'Finance'.,Accès,2,2,2,Security-Ops
TICK-1958,CLI-109,J'ai oublié mon mot de passe de session.,Accès,2,1,3,Security-Ops
TICK-1959,CLI-134,Demande d'information sur la mutuelle d'entreprise.,RH,3,3,4,Support-Admin
TICK-1960,CLI-150,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,4,5,6,Dev-Core
TICK-1961,CLI-127,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,4,2,5,Infra-Net
TICK-1962,CLI-137,Mon écran reste noir malgré le branchement.,Matériel,1,2,3,IT-Hardware
TICK-1963,CLI-108,Alerte de sécurité : tentative de connexion suspecte.,Accès,1,2,8,Security-Ops
TICK-1964,CLI-107,Nouvel arrivant : création de compte et accès mail.,Accès,1,4,3,Security-Ops
TICK-1965,CLI-116,Demande d'information sur la mutuelle d'entreprise.,RH,4,3,4,Support-Admin
TICK-1966,CLI-133,Compte bloqué après 3 tentatives infructueuses.,Accès,1,3,5,Security-Ops
TICK-1967,CLI-119,Coupure totale d'internet dans tout le bâtiment.,Réseau,3,2,8,Infra-Net
TICK-1968,CLI-121,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,2,5,5,IT-Hardware
TICK-1969,CLI-146,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,5,1,3,Dev-Core
TICK-1970,CLI-138,Clavier défectueux : certaines touches ne répondent pas.,Matériel,4,2,3,IT-Hardware
TICK-1971,CLI-139,Problème de lecture sur ma fiche de paie de janvier.,RH,5,1,3,Support-Admin
TICK-1972,CLI-144,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,2,2,4,Infra-Net
TICK-1973,CLI-101,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,5,1,3,IT-Hardware
TICK-1974,CLI-102,Demande d'information sur la mutuelle d'entreprise.,RH,1,1,2,Support-Admin
TICK-1975,CLI-128,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,3,2,5,Dev-Core
TICK-1976,CLI-107,Mon badge d'entrée ne fonctionne plus.,RH,5,5,4,Support-Admin
TICK-1977,CLI-120,L'imprimante du service marketing fait un bruit anormal.,Matériel,1,1,3,IT-Hardware
TICK-1978,CLI-129,Demande d'accès au dossier partagé 'Finance'.,Accès,4,1,2,Security-Ops
TICK-1979,CLI-150,Nouvel arrivant : création de compte et accès mail.,Accès,1,4,4,Security-Ops
TICK-1980,CLI-123,Clavier défectueux : certaines touches ne répondent pas.,Matériel,1,3,3,IT-Hardware
TICK-1981,CLI-101,Impossible d'exporter le rapport mensuel en PDF.,Logiciel,1,3,4,Dev-Core
TICK-1982,CLI-130,Le wifi ne fonctionne plus au 3ème étage.,Réseau,5,4,3,Infra-Net
TICK-1983,CLI-143,Mon badge d'entrée ne fonctionne plus.,RH,3,4,3,Support-Admin
TICK-1984,CLI-100,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,3,4,3,IT-Hardware
TICK-1985,CLI-115,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,4,4,3,IT-Hardware
TICK-1986,CLI-141,Le switch principal semble avoir grillé.,Réseau,1,2,5,Infra-Net
TICK-1987,CLI-140,Compte bloqué après 3 tentatives infructueuses.,Accès,4,3,5,Security-Ops
TICK-1988,CLI-150,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,3,3,5,Infra-Net
TICK-1989,CLI-110,Alerte de sécurité : tentative de connexion suspecte.,Accès,1,3,10,Security-Ops
TICK-1990,CLI-101,Coupure totale d'internet dans tout le bâtiment.,Réseau,4,3,9,Infra-Net
TICK-1991,CLI-132,J'ai oublié mon mot de passe de session.,Accès,5,1,2,Security-Ops
TICK-1992,CLI-119,J'ai oublié mon mot de passe de session.,Accès,1,3,3,Security-Ops
TICK-1993,CLI-120,Le switch principal semble avoir grillé.,Réseau,5,2,4,Infra-Net
TICK-1994,CLI-148,Mise à jour logicielle nécessaire pour le service compta.,Logiciel,5,5,5,Dev-Core
TICK-1995,CLI-102,Erreur de base de données lors de la sauvegarde.,Logiciel,1,4,3,Dev-Core
TICK-1996,CLI-137,"Accès VPN impossible depuis ce matin, erreur 404.",Réseau,2,3,4,Infra-Net
TICK-1997,CLI-134,Problème de lecture sur ma fiche de paie de janvier.,RH,1,1,3,Support-Admin
TICK-1998,CLI-110,Compte bloqué après 3 tentatives infructueuses.,Accès,4,3,4,Security-Ops
TICK-1999,CLI-119,"Lenteur extrême sur le réseau local, impossible de travailler.",Réseau,2,4,6,Infra-Net
TICK-2000,CLI-112,Besoin d'un nouveau chargeur pour mon laptop Dell.,Matériel,5,1,3,IT-Hardware
